text,label
non mais Supprime ta chaîne,1
mdr Niveau zéro sérieux,1
eh C'est trop bien ce que tu fais ptdr,0
wesh Bonne chance pour la suite 💀,0
mdr Quel stream de merde mdr,1
non mais Incroyable ce clutch lol,0
mdr T'es pathétique ptdr,1
eh Ça fait plaisir à regarder sérieux,0
ptdr T'es gênant sérieux,1
lol T'es chaud aujourd'hui lol,0
Bon courage,0
wesh Quel stream de merde 🤡,1
lol Merci pour le stream 🤡,0
mdr T'es pathétique,1
mdr Niveau zéro 💀,1
ptdr Bon courage 🤡,0
eh C'était une belle game,0
wesh J'adore ce jeu,0
eh Tu fais n'importe quoi lol,1
ptdr Arrête de stream sérieux,1
wesh Très bonne ambiance ici mdr,0
eh T'es mauvais,1
franchement T'es pathétique lol,1
mdr On s'ennuie à mort 😭,1
Va te faire foutre mdr,1
lol Ça fait pitié 💀,1
lol Nice play 🤡,0
lol Ça régale 🤡,0
non mais Change de jeu t'es nul ptdr,1
franchement T'es une honte 🤡,1
eh Dégage de Twitch 💀,1
wesh Bonne chance pour la suite,0
wesh T'as un niveau éclaté mdr,1
wesh Quel clutch 🤡,0
wesh Propre,0
Ça joue bien,0
Let's goooo lol,0
lol Quel malaise 🤡,1
mdr Ferme-la,1
Tu fais n'importe quoi ptdr,1
franchement GG 😭,0
non mais Yo lol,0
eh Va te faire foutre sérieux,1
non mais Arrête de stream,1
mdr Quel clutch,0
ptdr T'es nul 💀,1
mdr GG bien joué 😭,0
wesh T'es à la ramasse lol,1
ptdr Nice play,0
wesh T'es nul mdr,1
franchement GG 🤡,0
mdr T'es nul lol,1
wesh J'adore ce jeu 😭,0
wesh Arrête le stream mdr,1
non mais T'es vraiment nul lol,1
wesh Niveau zéro sérieux,1
mdr Personne t'aime ici lol,1
eh Quelle purge 💀,1
eh Retourne t'entraîner lol,1
mdr Incroyable ce clutch 😭,0
mdr C'est nul à chier 😭,1
mdr Ferme ta gueule mdr,1
franchement J'adore ce jeu sérieux,0
franchement Retourne apprendre à jouer mdr,1
non mais Let's goooo lol,0
mdr Ça clutch fort lol,0
ptdr Tu fais n'importe quoi,1
eh GG lol,0
eh Ça régale 💀,0
lol Pourquoi tu streams ptdr,1
wesh Respect pour le niveau,0
franchement Très bonne ambiance ici ptdr,0
mdr On s'ennuie à mort 💀,1
wesh Ferme ta gueule ptdr,1
lol Trop fort mdr,0
eh Force à toi ptdr,0
mdr Salut tout le monde mdr,0
T'es une honte mdr,1
wesh Ça régale lol,0
mdr Ça régale ptdr,0
eh Arrête de stream ptdr,1
lol Merci pour le stream 😭,0
eh Tu fais n'importe quoi 💀,1
non mais Let's goooo 💀,0
eh T'es pathétique,1
eh Tu fais n'importe quoi sérieux,1
mdr Ferme-la sérieux,1
mdr Ferme ta gueule ptdr,1
mdr Retourne apprendre à jouer 💀,1
franchement Bonne soirée le chat 💀,0
ptdr Personne t'aime ici sérieux,1
ptdr T'es nul,1
wesh Ça fait plaisir à regarder ptdr,0
mdr Personne t'aime ici ptdr,1
non mais Niveau zéro ptdr,1
lol T'es pathétique lol,1
ptdr Continue le grind 💀,0
franchement T'es vraiment nul 😭,1
mdr Même ma grand-mère joue mieux ptdr,1
franchement Va te faire foutre sérieux,1
mdr Trop clean,0
lol J'aime bien ton style de jeu,0
lol T'es à la ramasse sérieux,1
Ça fait plaisir à regarder mdr,0
lol Super stream aujourd'hui mdr,0
Niveau zéro ptdr,1
non mais Continue le grind lol,0
eh Supprime ta chaîne sérieux,1
non mais Nice play 🤡,0
Change de jeu t'es nul lol,1
T'es gênant 😭,1
eh Quel est ton setup ? lol,0
eh Continue le grind 💀,0
non mais Super stream aujourd'hui 🤡,0
eh Merci pour le contenu lol,0
wesh J'adore ce jeu 😭,0
mdr Quel est ton setup ?,0
eh Personne t'aime ici 🤡,1
ptdr T'es nul,1
ptdr T'as un niveau éclaté 🤡,1
non mais Quel est ton setup ? mdr,0
franchement C'est catastrophique ptdr,1
ptdr Arrête de stream 💀,1
Quel stream de merde ptdr,1
mdr Quel malaise 😭,1
wesh T'as aucun talent 💀,1
Ferme-la,1
ptdr Retourne apprendre à jouer,1
non mais Apprends à jouer 😭,1
franchement Retourne apprendre à jouer,1
franchement Retourne t'entraîner ptdr,1
franchement Change de jeu t'es nul 💀,1
Bonsoir à tous lol,0
mdr T'es chaud aujourd'hui sérieux,0
eh Ça fait pitié 🤡,1
lol Arrête le stream 😭,1
eh Respect pour le niveau 🤡,0
mdr Tu gères 💀,0
non mais C'est trop bien ce que tu fais 🤡,0
C'est trop bien ce que tu fais 😭,0
ptdr Retourne apprendre à jouer ptdr,1
wesh Quelle purge lol,1
non mais Retourne t'entraîner ptdr,1
eh T'es ridicule,1
non mais Ferme-la sérieux,1
Pourquoi tu streams 💀,1
wesh Salut tout le monde 🤡,0
mdr Ça fait pitié 🤡,1
ptdr La strat est bonne lol,0
non mais Hâte de voir la suite sérieux,0
mdr Bonsoir à tous 💀,0
eh T'es à la ramasse 💀,1
franchement Ça joue bien 😭,0
wesh Même ma grand-mère joue mieux 🤡,1
ptdr Dégage de Twitch ptdr,1
lol Quelle purge,1
eh C'est nul à chier 💀,1
franchement Quel clutch sérieux,0
wesh Bien vu,0
franchement Change de jeu t'es nul mdr,1
ptdr Ferme ta gueule mdr,1
wesh Personne t'aime ici 🤡,1
mdr Bonne soirée le chat sérieux,0
eh Force à toi lol,0
eh T'es mauvais 💀,1
eh Retourne t'entraîner ptdr,1
wesh T'as aucun talent 🤡,1
franchement GG bien joué 💀,0
lol Quel malaise ptdr,1
lol J'adore ce jeu lol,0
non mais Propre mdr,0
mdr J'aime bien ton style de jeu mdr,0
mdr Trop fort 😭,0
mdr Arrête de stream 😭,1
franchement Ça régale ptdr,0
franchement Let's goooo 💀,0
lol J'aime bien ton style de jeu ptdr,0
mdr Supprime ta chaîne lol,1
eh Nice play 🤡,0
wesh Bonsoir à tous mdr,0
franchement T'es à la ramasse lol,1
non mais Masterclass,0
franchement T'es ridicule lol,1
eh Ce jeu est incroyable mdr,0
mdr Salut le chat,0
eh Bien joué le move 😭,0
eh Hâte de voir la suite 💀,0
Bien joué le move ptdr,0
mdr Dégage de Twitch mdr,1
Bien joué le move 😭,0
Nice play 😭,0
Nice play 😭,0
mdr Quelle purge 🤡,1
non mais Change de jeu t'es nul lol,1
franchement T'as aucun talent 🤡,1
non mais Très bonne ambiance ici 💀,0
non mais T'as aucun talent mdr,1
Merci pour le contenu 😭,0
wesh T'es un gros con lol,1
non mais T'es mauvais ptdr,1
eh Ça joue bien 💀,0
mdr On s'ennuie à mort,1
franchement Tu joues depuis combien de temps ? mdr,0
lol Incroyable ce clutch sérieux,0
lol Bonne chance pour la suite 😭,0
eh Trop fort 😭,0
ptdr Ça fait plaisir à regarder lol,0
lol Super stream aujourd'hui,0
wesh Change de jeu t'es nul 💀,1
wesh Ça régale 😭,0
ptdr Change de jeu t'es nul 😭,1
non mais Hâte de voir la suite sérieux,0
franchement Merci pour le stream ptdr,0
ptdr Retourne apprendre à jouer 😭,1
T'es gênant 🤡,1
wesh T'as un niveau éclaté,1
lol Bien joué le move ptdr,0
ptdr Bonne soirée le chat mdr,0
franchement Quelle purge ptdr,1
franchement Yo mdr,0
eh Quelle purge 💀,1
franchement Trop clean lol,0
franchement J'aime bien ton style de jeu mdr,0
franchement C'est insupportable ptdr,1
wesh Hâte de voir la suite 😭,0
eh Masterclass lol,0
Quel stream de merde lol,1
mdr Dégage de Twitch 💀,1
franchement Quelle purge,1
franchement Super stream aujourd'hui 💀,0
C'est insupportable sérieux,1
non mais C'est catastrophique,1
franchement Retourne apprendre à jouer lol,1
mdr Niveau zéro lol,1
ptdr J'en peux plus de te voir mdr,1
non mais T'es une honte sérieux,1
Tu fais n'importe quoi 😭,1
eh J'adore ce jeu mdr,0
lol Apprends à jouer,1
franchement Mais joue correctement 😭,1
mdr J'aime bien ton style de jeu lol,0
non mais Bon courage,0
lol T'es un gros con ptdr,1
wesh Va te faire foutre sérieux,1
wesh Force à toi sérieux,0
eh Bien joué le move 🤡,0
Niveau zéro sérieux,1
non mais Ça clutch fort ptdr,0
eh Bon courage lol,0
franchement Très bonne ambiance ici sérieux,0
Va te faire foutre 😭,1
mdr Ce jeu est incroyable 🤡,0
lol Super stream aujourd'hui,0
lol Quel malaise,1
ptdr Trop clean 🤡,0
eh Retourne t'entraîner lol,1
ptdr Tu gères sérieux,0
eh Même ma grand-mère joue mieux 💀,1
mdr T'es éclaté 😭,1
non mais C'est trop bien ce que tu fais mdr,0
franchement T'es éclaté 🤡,1
ptdr Bien vu mdr,0
mdr Ce jeu est incroyable ptdr,0
ptdr Bien vu 💀,0
non mais C'est trop bien ce que tu fais 😭,0
franchement C'est trop bien ce que tu fais lol,0
franchement T'es à la ramasse ptdr,1
Hâte de voir la suite ptdr,0
eh Tu fais n'importe quoi 💀,1
ptdr T'es mauvais 😭,1
mdr Ça fait plaisir à regarder sérieux,0
non mais Quel malaise mdr,1
franchement Tu fais n'importe quoi mdr,1
mdr Supprime ta chaîne 💀,1
wesh Retourne t'entraîner 😭,1
franchement Bonne soirée le chat sérieux,0
lol T'es à la ramasse 😭,1
lol Hâte de voir la suite lol,0
ptdr Bien joué le move sérieux,0
eh Merci pour le stream sérieux,0
T'as un niveau éclaté lol,1
Salut le chat 😭,0
eh Ça fait plaisir à regarder mdr,0
ptdr Pourquoi tu streams 😭,1
ptdr T'es chaud aujourd'hui,0
ptdr On s'ennuie à mort 🤡,1
mdr Hâte de voir la suite lol,0
ptdr Trop clean 🤡,0
ptdr Salut tout le monde 😭,0
lol T'es mauvais,1
lol Salut tout le monde 😭,0
Retourne apprendre à jouer mdr,1
franchement J'adore ce jeu 🤡,0
wesh Let's goooo,0
eh T'as aucun talent 💀,1
J'adore ce jeu 💀,0
T'es gênant 😭,1
non mais Hâte de voir la suite ptdr,0
eh Franchement respect sérieux,0
eh Merci pour le stream 🤡,0
mdr La strat est bonne 😭,0
wesh Tu fais n'importe quoi mdr,1
non mais Personne t'aime ici 😭,1
lol Nice play lol,0
wesh Ça clutch fort sérieux,0
lol Tu gères,0
Franchement respect,0
mdr Pourquoi tu streams 💀,1
franchement C'est catastrophique ptdr,1
non mais T'es pathétique mdr,1
lol T'es gênant mdr,1
ptdr GG bien joué sérieux,0
non mais Quel stream de merde 😭,1
mdr Merci pour le stream 😭,0
lol Trop clean lol,0
Pourquoi tu streams 😭,1
ptdr T'es nul sérieux,1
eh Quel malaise 🤡,1
eh Respect pour le niveau 🤡,0
non mais Arrête de stream 🤡,1
ptdr Arrête le stream ptdr,1
wesh Retourne apprendre à jouer mdr,1
wesh Salut tout le monde ptdr,0
franchement Supprime ta chaîne lol,1
eh Salut le chat sérieux,0
franchement Tu gères ptdr,0
Continue le grind sérieux,0
franchement On s'ennuie à mort lol,1
Masterclass 😭,0
lol Super stream aujourd'hui lol,0
ptdr GG 💀,0
eh Dégage de Twitch,1
Super stream aujourd'hui mdr,0
mdr Nice play lol,0
lol T'es mauvais lol,1
non mais T'es gênant 😭,1
mdr Va te faire foutre,1
ptdr C'était une belle game,0
eh C'est nul à chier mdr,1
Apprends à jouer,1
Nice play,0
eh T'es une honte ptdr,1
mdr Franchement respect sérieux,0
Super stream aujourd'hui lol,0
ptdr J'aime bien ton style de jeu lol,0
mdr T'es nul,1
wesh Let's goooo mdr,0
non mais On s'ennuie à mort 😭,1
non mais T'es gênant ptdr,1
lol Supprime ta chaîne,1
non mais T'as un niveau éclaté lol,1
eh Ça clutch fort,0
Niveau zéro,1
Arrête de stream ptdr,1
franchement Super stream aujourd'hui 😭,0
franchement Va te faire foutre lol,1
eh T'as aucun talent 😭,1
lol La strat est bonne lol,0
lol Trop clean mdr,0
non mais C'est catastrophique ptdr,1
wesh Bien vu 💀,0
non mais Retourne t'entraîner 💀,1
wesh Trop fort lol,0
T'es éclaté mdr,1
Bon courage lol,0
non mais Trop fort 😭,0
franchement Super stream aujourd'hui 🤡,0
mdr Ça joue bien mdr,0
mdr Va te faire foutre 💀,1
mdr Apprends à jouer 😭,1
mdr Apprends à jouer mdr,1
lol J'en peux plus de te voir mdr,1
Supprime ta chaîne 😭,1
lol Dégage de Twitch 😭,1
non mais T'es un gros con sérieux,1
wesh Même ma grand-mère joue mieux 😭,1
franchement Bonne chance pour la suite sérieux,0
lol Incroyable ce clutch 💀,0
wesh T'es une honte lol,1
T'es pathétique ptdr,1
wesh T'es un gros con mdr,1
ptdr Dégage de Twitch 🤡,1
lol T'as aucun talent mdr,1
mdr Propre sérieux,0
non mais Tu joues depuis combien de temps ? ptdr,0
non mais Ça régale 🤡,0
ptdr Ça joue bien 🤡,0
eh Ça fait plaisir à regarder ptdr,0
wesh Ça fait pitié mdr,1
wesh C'est catastrophique sérieux,1
franchement Continue comme ça 😭,0
mdr Bon courage 😭,0
eh Arrête de stream,1
ptdr Force à toi,0
non mais T'es chaud aujourd'hui 😭,0
non mais Merci pour le contenu lol,0
eh Ferme-la lol,1
wesh La strat est bonne mdr,0
mdr Continue le grind 🤡,0
ptdr T'es éclaté sérieux,1
T'es gênant ptdr,1
eh C'est trop bien ce que tu fais mdr,0
mdr Yo 😭,0
mdr Ça joue bien ptdr,0
lol Masterclass lol,0
non mais Tu gères lol,0
ptdr Continue comme ça lol,0
ptdr Quel est ton setup ? 🤡,0
franchement Trop clean lol,0
eh T'es éclaté 💀,1
eh Salut le chat 😭,0
non mais Bonne chance pour la suite sérieux,0
ptdr Tu gères lol,0
non mais Ce jeu est incroyable 😭,0
GG bien joué 💀,0
franchement Va te faire foutre mdr,1
non mais Arrête le stream sérieux,1
wesh Salut tout le monde sérieux,0
wesh Niveau zéro,1
franchement Salut tout le monde 💀,0
franchement C'est catastrophique 😭,1
non mais Bien vu 🤡,0
Bonsoir à tous 🤡,0
mdr Ça régale lol,0
eh Bonne chance pour la suite,0
mdr Propre 😭,0
Hâte de voir la suite ptdr,0
wesh J'adore ce jeu lol,0
mdr T'es ridicule 😭,1
franchement C'était une belle game 😭,0
C'est nul à chier mdr,1
lol Bien vu 🤡,0
mdr T'es gênant 🤡,1
franchement Ferme-la 💀,1
franchement T'es à la ramasse,1
wesh Supprime ta chaîne sérieux,1
franchement T'es mauvais 💀,1
franchement Arrête de stream sérieux,1
mdr C'est de la merde 😭,1
lol Mais joue correctement lol,1
non mais Nice play 🤡,0
non mais Trop clean 😭,0
wesh Ça joue bien,0
eh Tu fais n'importe quoi sérieux,1
mdr Ça clutch fort 💀,0
T'as un niveau éclaté 😭,1
ptdr C'était une belle game 💀,0
wesh Respect pour le niveau 🤡,0
mdr Tu fais n'importe quoi 😭,1
ptdr J'aime bien ton style de jeu ptdr,0
T'es mauvais mdr,1
mdr On s'ennuie à mort sérieux,1
non mais Même ma grand-mère joue mieux 💀,1
non mais T'es gênant lol,1
Bonne chance pour la suite 💀,0
wesh J'aime bien ton style de jeu ptdr,0
ptdr Bonne chance pour la suite ptdr,0
mdr C'était une belle game mdr,0
lol Retourne t'entraîner mdr,1
franchement T'es mauvais 🤡,1
mdr Quel est ton setup ? 💀,0
non mais J'adore ce jeu lol,0
ptdr Arrête de stream sérieux,1
franchement Propre ptdr,0
eh C'est de la merde 💀,1
wesh C'est catastrophique ptdr,1
franchement C'est catastrophique mdr,1
mdr Supprime ta chaîne 😭,1
lol Merci pour le stream lol,0
wesh GG bien joué 🤡,0
Pourquoi tu streams lol,1
ptdr Niveau zéro sérieux,1
mdr Apprends à jouer lol,1
lol Propre sérieux,0
ptdr Ça clutch fort mdr,0
mdr Ça clutch fort mdr,0
franchement Merci pour le stream 💀,0
wesh Merci pour le stream mdr,0
eh Continue comme ça 😭,0
lol C'est insupportable 😭,1
wesh T'as un niveau éclaté 💀,1
franchement Retourne apprendre à jouer sérieux,1
Bien joué le move 😭,0
franchement Merci pour le contenu ptdr,0
franchement T'es à la ramasse 🤡,1
mdr Respect pour le niveau ptdr,0
mdr Apprends à jouer mdr,1
non mais Personne t'aime ici sérieux,1
franchement Trop clean lol,0
ptdr T'as un niveau éclaté sérieux,1
lol T'es mauvais sérieux,1
non mais T'as un niveau éclaté lol,1
franchement Ça fait plaisir à regarder mdr,0
eh T'es mauvais 💀,1
mdr Hâte de voir la suite 💀,0
non mais Merci pour le stream sérieux,0
franchement Salut le chat 🤡,0
eh T'es vraiment nul sérieux,1
ptdr T'es un gros con 🤡,1
franchement Bonne soirée le chat lol,0
wesh C'est catastrophique ptdr,1
mdr J'en peux plus de te voir lol,1
franchement T'es une honte 💀,1
eh Bien vu mdr,0
wesh J'adore ce jeu mdr,0
mdr Va te faire foutre mdr,1
non mais Quel stream de merde 💀,1
mdr Retourne t'entraîner sérieux,1
non mais On s'ennuie à mort mdr,1
C'était une belle game mdr,0
eh T'es pathétique lol,1
lol J'aime bien ton style de jeu sérieux,0
non mais Même ma grand-mère joue mieux ptdr,1
eh Continue comme ça sérieux,0
franchement T'es un gros con 💀,1
mdr Retourne apprendre à jouer sérieux,1
non mais Super stream aujourd'hui 😭,0
ptdr Propre 🤡,0
non mais Pourquoi tu streams 😭,1
Continue le grind 😭,0
wesh T'es chaud aujourd'hui 😭,0
ptdr T'es une honte mdr,1
lol Ça clutch fort 💀,0
mdr Super stream aujourd'hui mdr,0
eh T'es gênant 🤡,1
franchement C'est de la merde lol,1
eh Merci pour le contenu mdr,0
ptdr Bonsoir à tous 💀,0
non mais T'es ridicule 😭,1
Tu gères 💀,0
franchement Bien joué le move,0
lol Force à toi 💀,0
non mais Ça fait pitié 🤡,1
T'es un gros con ptdr,1
ptdr Tu fais n'importe quoi 🤡,1
lol Même ma grand-mère joue mieux ptdr,1
non mais T'es une honte 💀,1
lol Supprime ta chaîne 😭,1
wesh Ferme-la sérieux,1
mdr Mais joue correctement 😭,1
franchement Tu fais n'importe quoi mdr,1
franchement Yo ptdr,0
On s'ennuie à mort lol,1
wesh Retourne t'entraîner mdr,1
non mais Tu gères,0
franchement C'est insupportable 💀,1
ptdr On s'ennuie à mort lol,1
ptdr C'est de la merde 😭,1
non mais C'est trop bien ce que tu fais ptdr,0
Ce jeu est incroyable lol,0
non mais Bonne chance pour la suite 🤡,0
franchement Supprime ta chaîne 😭,1
eh T'es nul mdr,1
wesh T'es vraiment nul 💀,1
lol T'es gênant 💀,1
franchement Retourne t'entraîner 😭,1
ptdr Propre mdr,0
non mais GG ptdr,0
franchement Hâte de voir la suite ptdr,0
non mais Ferme-la ptdr,1
non mais T'es pathétique 😭,1
C'est de la merde ptdr,1
non mais Merci pour le contenu,0
Quelle purge mdr,1
franchement Ça joue bien lol,0
non mais Yo lol,0
mdr Retourne t'entraîner ptdr,1
Quel est ton setup ?,0
non mais T'es vraiment nul sérieux,1
eh Mais joue correctement lol,1
lol Quel clutch 😭,0
wesh Ça fait pitié 💀,1
Change de jeu t'es nul sérieux,1
mdr Ça régale 🤡,0
lol Apprends à jouer lol,1
franchement Quel malaise 😭,1
wesh Ça régale sérieux,0
franchement Ferme-la,1
wesh Ça clutch fort ptdr,0
lol T'as aucun talent sérieux,1
eh On s'ennuie à mort ptdr,1
eh Ça régale lol,0
lol Quel stream de merde 🤡,1
ptdr Super stream aujourd'hui mdr,0
eh Trop fort ptdr,0
franchement Même ma grand-mère joue mieux 🤡,1
eh Quel clutch 💀,0
franchement Yo,0
lol T'es ridicule lol,1
Arrête le stream mdr,1
wesh Quel est ton setup ? lol,0
non mais Trop fort lol,0
franchement T'es gênant sérieux,1
lol T'es une honte,1
non mais Ça joue bien ptdr,0
non mais Nice play lol,0
Respect pour le niveau 💀,0
wesh C'est insupportable lol,1
non mais Supprime ta chaîne ptdr,1
non mais Tu joues depuis combien de temps ? 💀,0
franchement Super stream aujourd'hui mdr,0
eh C'est insupportable 🤡,1
non mais T'as aucun talent 💀,1
Propre lol,0
mdr Trop fort 🤡,0
mdr J'en peux plus de te voir mdr,1
franchement Nice play ptdr,0
wesh Salut tout le monde lol,0
eh T'es pathétique ptdr,1
wesh T'es ridicule lol,1
eh Merci pour le stream mdr,0
wesh Retourne apprendre à jouer 🤡,1
mdr Bon courage,0
Ça fait plaisir à regarder ptdr,0
lol Pourquoi tu streams 🤡,1
Bien vu lol,0
non mais J'adore ce jeu sérieux,0
Merci pour le stream 💀,0
C'est nul à chier,1
eh T'es pathétique 💀,1
ptdr Merci pour le contenu sérieux,0
lol Va te faire foutre 🤡,1
non mais J'en peux plus de te voir 🤡,1
mdr La strat est bonne lol,0
franchement Bien joué le move,0
ptdr Ferme ta gueule lol,1
mdr Let's goooo 🤡,0
non mais Respect pour le niveau 🤡,0
non mais Respect pour le niveau 💀,0
lol T'es un gros con lol,1
Quel malaise lol,1
Même ma grand-mère joue mieux 😭,1
franchement Bon courage 🤡,0
mdr T'as aucun talent ptdr,1
mdr GG,0
eh T'as aucun talent mdr,1
ptdr Bon courage mdr,0
franchement T'es à la ramasse lol,1
lol Masterclass 💀,0
mdr GG 😭,0
franchement Bien joué le move ptdr,0
wesh Supprime ta chaîne 🤡,1
ptdr T'es éclaté lol,1
ptdr Bonne chance pour la suite mdr,0
eh Très bonne ambiance ici 🤡,0
eh On s'ennuie à mort sérieux,1
lol Change de jeu t'es nul 💀,1
non mais Apprends à jouer,1
lol Continue le grind 😭,0
ptdr C'est insupportable mdr,1
non mais Quel clutch sérieux,0
eh Bonne soirée le chat mdr,0
wesh C'est catastrophique 😭,1
ptdr T'es une honte ptdr,1
wesh Tu fais n'importe quoi sérieux,1
Continue comme ça 😭,0
ptdr Hâte de voir la suite 😭,0
eh Bon courage ptdr,0
Personne t'aime ici,1
eh Trop clean ptdr,0
ptdr Va te faire foutre mdr,1
eh T'es vraiment nul 🤡,1
eh C'est catastrophique lol,1
non mais Continue comme ça sérieux,0
mdr Merci pour le contenu ptdr,0
wesh T'es vraiment nul 😭,1
Même ma grand-mère joue mieux mdr,1
eh La strat est bonne 💀,0
mdr Yo 🤡,0
wesh Tu fais n'importe quoi mdr,1
mdr Très bonne ambiance ici 💀,0
lol Incroyable ce clutch 😭,0
mdr Ce jeu est incroyable sérieux,0
T'es pathétique 💀,1
eh Mais joue correctement 🤡,1
lol Ça régale lol,0
wesh Niveau zéro 🤡,1
non mais Apprends à jouer sérieux,1
mdr T'es nul 🤡,1
franchement Retourne apprendre à jouer lol,1
eh T'es à la ramasse sérieux,1
GG 😭,0
mdr GG ptdr,0
Tu fais n'importe quoi sérieux,1
lol Trop fort 💀,0
mdr C'est catastrophique 🤡,1
ptdr GG 😭,0
wesh Tu fais n'importe quoi 😭,1
franchement J'en peux plus de te voir 😭,1
eh J'en peux plus de te voir ptdr,1
non mais Bon courage 😭,0
lol Masterclass 🤡,0
Nice play 🤡,0
lol Ce jeu est incroyable 💀,0
mdr C'est trop bien ce que tu fais 🤡,0
non mais J'en peux plus de te voir mdr,1
non mais C'est de la merde sérieux,1
non mais Ça fait plaisir à regarder sérieux,0
Ferme ta gueule ptdr,1
franchement Bonsoir à tous 💀,0
eh Va te faire foutre lol,1
eh Pourquoi tu streams sérieux,1
Supprime ta chaîne 💀,1
wesh Hâte de voir la suite mdr,0
wesh Va te faire foutre 😭,1
ptdr Ce jeu est incroyable sérieux,0
eh Yo lol,0
mdr C'est insupportable sérieux,1
ptdr Yo ptdr,0
mdr Yo sérieux,0
Trop fort 🤡,0
lol Bonne chance pour la suite 🤡,0
ptdr T'es à la ramasse 💀,1
franchement Bonne chance pour la suite mdr,0
ptdr La strat est bonne 😭,0
wesh GG bien joué 🤡,0
non mais Continue comme ça mdr,0
eh Franchement respect 😭,0
eh Propre 💀,0
eh T'es pathétique,1
Respect pour le niveau 💀,0
franchement Continue le grind lol,0
franchement Ça joue bien sérieux,0
wesh Bonsoir à tous,0
franchement Quel malaise,1
wesh Salut le chat sérieux,0
lol Trop fort 🤡,0
eh T'es une honte 💀,1
C'est catastrophique,1
wesh Masterclass mdr,0
ptdr On s'ennuie à mort lol,1
eh C'était une belle game 😭,0
lol Quel stream de merde sérieux,1
Va te faire foutre 🤡,1
lol Bonne soirée le chat lol,0
Force à toi mdr,0
ptdr J'en peux plus de te voir 😭,1
mdr Trop clean mdr,0
lol T'es mauvais,1
Apprends à jouer sérieux,1
wesh Change de jeu t'es nul ptdr,1
ptdr Même ma grand-mère joue mieux 💀,1
Ce jeu est incroyable 💀,0
C'était une belle game 🤡,0
lol Bonne soirée le chat mdr,0
non mais C'était une belle game 💀,0
wesh Bien vu ptdr,0
Continue comme ça lol,0
ptdr Masterclass mdr,0
ptdr J'aime bien ton style de jeu 💀,0
eh T'es éclaté 😭,1
Change de jeu t'es nul mdr,1
mdr T'es une honte ptdr,1
lol Tu joues depuis combien de temps ? 😭,0
mdr Mais joue correctement 🤡,1
Niveau zéro 😭,1
ptdr Let's goooo mdr,0
lol Franchement respect,0
mdr Ferme ta gueule,1
franchement T'es éclaté,1
mdr T'es nul 💀,1
Quelle purge 😭,1
lol GG bien joué lol,0
lol Propre sérieux,0
wesh Quel clutch 🤡,0
eh Salut le chat 😭,0
non mais Niveau zéro mdr,1
lol Très bonne ambiance ici ptdr,0
mdr T'es nul lol,1
franchement Quel clutch,0
wesh Quel stream de merde 💀,1
mdr Salut tout le monde mdr,0
ptdr Salut le chat 🤡,0
franchement Quel stream de merde sérieux,1
lol Personne t'aime ici lol,1
eh Bien vu 😭,0
wesh Quel malaise sérieux,1
Trop fort sérieux,0
ptdr Trop clean lol,0
C'est nul à chier 💀,1
Même ma grand-mère joue mieux ptdr,1
franchement Même ma grand-mère joue mieux 🤡,1
franchement Quel est ton setup ? ptdr,0
eh Quel malaise ptdr,1
lol J'aime bien ton style de jeu sérieux,0
mdr C'était une belle game 💀,0
T'es nul mdr,1
wesh Retourne t'entraîner mdr,1
lol Retourne apprendre à jouer 😭,1
Quel est ton setup ? ptdr,0
non mais Va te faire foutre sérieux,1
lol Dégage de Twitch 💀,1
eh Retourne apprendre à jouer sérieux,1
mdr C'était une belle game ptdr,0
mdr Quel stream de merde mdr,1
franchement Let's goooo lol,0
eh T'es pathétique lol,1
eh C'est insupportable 🤡,1
eh T'es ridicule 🤡,1
wesh J'adore ce jeu mdr,0
lol Bien vu mdr,0
wesh T'es ridicule 💀,1
J'aime bien ton style de jeu mdr,0
lol Merci pour le stream lol,0
lol Dégage de Twitch 😭,1
eh C'est nul à chier 🤡,1
non mais Pourquoi tu streams 💀,1
La strat est bonne 😭,0
ptdr Très bonne ambiance ici,0
